0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,activity
1.7194,5.914131182177142,-9.72,19.5,1.935,973.76,38.95674911688773,10.514450000000002,5.076235681831568,-0.23,19.57,10.535,817.6800000000001,210.10821112994222,-0.3478,2.8291104891820678,-9.49,9.43,-0.9,598.17,-5.218514640792156,Walking
1.6632,5.689706825487583,-8.43,19.5,1.8399999999999999,923.82,35.80941145027961,10.574099999999998,5.040761965219147,-0.5,19.57,10.65,814.5999999999999,209.9091633989599,-0.34645,2.870867621033753,-7.86,9.43,-0.91,594.6700000000001,-12.118968815558139,Walking
1.6340999999999999,5.780267224791602,-9.23,19.5,1.555,936.29,33.87165907524378,10.55775,4.977826477238836,-0.5,19.57,10.690000000000001,770.0899999999999,210.61167943139617,-0.44870000000000004,2.871582022161303,-7.86,10.12,-0.91,603.97,-9.023486639915118,Walking
1.58565,6.0392009055420575,-9.23,19.46,1.25,993.8200000000002,45.67665443888507,10.57655,4.938853672412254,-0.5,19.57,10.934999999999999,733.21,218.2036869833699,-0.541,3.0674068853023067,-8.62,10.12,-0.865,681.6899999999999,-5.627549010162556,Walking
1.3961000000000001,6.073908032724894,-8.73,19.53,0.97,991.55,47.92169345192581,10.62615,4.843427472100723,-0.5,19.57,10.95,766.8,219.57401130031394,-0.7044499999999999,3.3318045707243997,-10.92,9.38,-0.97,747.33,-12.441292305812564,Walking
1.46515,5.9946396036375695,-9.72,19.53,0.78,973.85,41.08464323842605,10.69285,4.815568541460085,1.14,19.57,10.57,827.9,220.98180840606392,-0.79485,3.259133010096397,-10.92,11.37,-0.8200000000000001,737.75,-10.015163135814074,Walking
1.59255,5.9769775804749345,-9.72,19.53,1.48,982.4300000000001,24.026990236177205,10.7281,5.141655705120676,-1.46,19.57,11.01,826.8299999999999,224.50403194668766,-0.6744499999999999,2.9893142520484526,-10.72,11.37,-0.6699999999999999,650.79,-18.239167352788183,Walking
1.59735,5.998724570898384,-11.5,18.92,1.44,1014.7299999999999,9.665970745635537,10.519850000000002,5.467430244410989,-1.5,19.57,11.16,846.5899999999999,195.64822197984626,-0.6066999999999999,3.076801603938739,-8.08,9.89,-0.8,646.31,-17.834976033728964,Walking
1.6782,5.889978247837592,-11.5,19.5,1.5750000000000002,1000.6400000000001,29.45012442602382,10.35045,5.453500187723477,-1.5,19.57,10.705,880.1700000000001,195.79821050529176,-0.54415,3.331499553879604,-8.27,12.03,-0.8,728.5699999999999,-14.020846693139285,Walking
1.6000999999999999,6.085588877832612,-9.89,19.5,1.9,1027.73,27.180941962006784,10.3104,5.358424660289627,-1.65,19.57,10.615,833.27,211.68130473520068,-0.5972,3.000892060704617,-8.27,12.03,-0.72,659.5,-16.46279498581519,Walking
1.55635,6.205735587140335,-9.89,19.53,1.5350000000000001,1037.4700000000003,26.987470918068585,10.357000000000001,5.203126079579468,-1.65,19.57,10.71,805.1999999999999,199.61220321808054,-0.8130499999999999,2.7647387213803767,-9.85,8.43,-0.705,635.3899999999999,-18.593253765781157,Walking
1.5835,5.982018200406949,-8.85,19.53,1.1099999999999999,967.91,60.622370523014055,10.52345,4.999039567506943,0.04,19.57,10.725,807.8000000000002,217.83358243447577,-0.805,2.842533025313866,-9.85,9.85,-0.59,661.3000000000001,-7.8779255078853865,Walking
1.68285,5.76960851163231,-8.62,19.27,1.175,950.51,40.39838679048164,10.5673,5.186620066093139,-0.91,19.57,11.105,836.8999999999999,235.20758601258945,-0.6428,3.113456465088279,-9.38,10.69,-0.865,668.1300000000001,-7.455519571661275,Walking
1.8767000000000003,5.783537594759802,-9.08,19.57,1.705,965.1600000000001,5.608465954413465,10.3605,5.310747475638434,-1.38,19.57,10.879999999999999,813.3,193.89547723167618,-0.5922,3.1868920847747577,-9.38,10.69,-0.9,658.8199999999999,-21.54698904372708,Walking
2.0171499999999996,6.13066696024992,-9.28,19.57,1.9,1008.5999999999999,33.515795362698086,10.37795,5.297750871596361,-1.38,19.57,10.879999999999999,804.03,188.4244922808445,-0.66325,3.1047164021050295,-8.5,9.15,-0.74,660.53,-17.78753129621132,Walking
1.945,5.954720984227556,-9.28,19.5,2.07,951.6099999999999,38.596032506392746,10.51835,5.33334564579308,-1.99,19.57,11.03,799.71,219.76722180013775,-0.6601500000000001,3.3001787038734736,-8.5,9.15,-0.9299999999999999,681.19,-11.864307889354796,Walking
1.9694999999999998,5.82114307932729,-9.23,18.16,1.935,964.59,32.913507884978614,10.46115,5.308199240561718,-1.99,19.57,10.780000000000001,770.48,207.51855040490082,-0.556,3.2381494715346295,-8.31,10.08,-0.97,665.56,-12.54957795961148,Walking
1.87655,6.570844663930201,-12.91,19.31,1.61,1101.0300000000002,58.2723616355281,10.550450000000001,5.524287944839588,-1.84,19.57,10.879999999999999,855.91,233.9927340021547,-0.7012999999999999,3.1919461633931108,-9.3,10.92,-0.78,688.41,-9.699116091329394,Walking
1.6652500000000001,6.668258613573712,-12.91,19.5,1.27,1125.1799999999998,37.482222292885055,10.458000000000002,5.582011554986249,-1.69,19.57,10.92,865.4399999999999,215.46622179971655,-0.9558,3.23255260746055,-9.3,10.92,-0.94,724.0000000000001,-12.334366348478474,Walking
1.766,6.222543370680513,-10.69,19.5,1.065,1048.92,22.232664883536085,10.3462,5.40577159709879,-0.84,19.57,10.92,815.2399999999999,183.90597599359597,-0.8601499999999999,3.4207362478712096,-9.92,10.19,-1.0150000000000001,740.9799999999999,-22.05021447172549,Walking
1.67375,6.032563338871793,-10.46,19.5,0.94,1015.5700000000002,20.568916631780787,10.293600000000001,5.297807757931577,-0.72,19.57,10.379999999999999,865.3499999999999,202.67249977566328,-0.7432,3.6191994639698986,-10.57,11.26,-0.9,785.6899999999999,-13.789700796238682,Walking
1.54715,5.329613436028921,-9.38,18.43,0.845,850.14,18.895620096429774,10.27475,4.581420187834772,-0.53,19.57,10.325,732.25,207.44534789339804,-0.6314,3.3691650360289565,-10.57,11.26,-0.76,712.0600000000001,-12.54369463616876,Walking
1.7714500000000002,5.220365063623425,-9.62,19.5,1.08,807.7099999999999,56.17127263527633,10.41125,4.394285941708847,-2.34,19.57,10.379999999999999,716.98,217.48000116513586,-0.50395,3.1505385091282414,-10.5,9.15,-0.78,690.44,-6.668604191413709,Walking
1.9601499999999998,6.018123916761768,-9.62,19.5,1.48,973.1799999999998,45.42301553387769,10.431400000000002,5.096377540959853,-2.34,19.57,10.344999999999999,876.29,196.2879076841472,-0.6179,3.2512784547005507,-10.15,9.15,-0.8,735.01,-4.83213330831542,Walking
1.9744000000000002,6.236634720744834,-8.66,19.46,1.245,1059.69,26.130108742748927,10.4508,5.41899163682691,-1.33,19.57,10.440000000000001,962.2099999999999,206.311384179278,-0.70235,3.344685183615941,-9.34,10.92,-0.63,765.3199999999999,-14.826325660337698,Walking
2.085,6.023932270535584,-8.54,19.46,1.78,1015.54,56.01880426768722,10.381549999999999,5.5955519922077395,-2.07,19.57,10.36,955.4,218.81226639503956,-0.6718000000000001,3.1675958959437995,-9.19,10.92,-0.63,693.26,-7.1932420586755885,Walking
1.97805,5.897199818345992,-9.23,19.15,1.63,980.8400000000001,58.37438845863094,10.4656,5.685384651894716,-2.41,19.57,10.555,931.9399999999999,226.4572871807558,-0.74595,3.1932253439899916,-9.47,9.92,-0.95,668.1999999999998,-8.330367949370139,Walking
1.7845499999999999,6.185329966743892,-9.23,19.15,1.225,1031.63,2.875907584117023,10.495899999999999,5.831052236946605,-2.87,19.57,10.61,976.0199999999999,203.1810345352895,-0.8664000000000001,3.4951669545244903,-10.38,9.92,-1.04,774.8499999999999,-32.417127788505645,Walking
1.9143999999999999,6.320713143309068,-10.08,19.23,1.805,1075.71,28.896474303641206,10.3301,5.7566755154342335,-3.53,19.57,10.46,951.28,186.53562341564802,-0.87175,3.293216275542801,-10.5,8.28,-1.06,727.5900000000001,-14.022743127668093,Walking
2.04195,6.015942045723181,-10.08,19.23,2.05,998.7700000000001,65.39505551396097,10.529349999999999,5.4371653531504816,-3.53,19.57,10.745000000000001,837.55,231.76068200999975,-0.64045,3.124029336850088,-10.5,9.28,-0.99,654.7099999999999,-6.310880762301002,Walking
1.77385,5.978158385113262,-8.88,18.73,1.225,982.7500000000001,43.46084517813556,10.4955,5.458442978542508,-2.3,19.57,10.88,820.8,219.37622592750517,-0.5937,3.071672233491067,-8.12,9.28,-0.995,643.8300000000002,-8.92318659132866,Walking
1.5723999999999998,6.594301345859166,-11.41,19.34,0.995,1100.05,19.78034509764237,10.4552,5.410122176069594,-1.12,19.57,10.69,853.05,187.10676161057154,-0.7075999999999999,3.175260814484379,-9.53,10.38,-1.08,669.02,-1.8304866248668248,Walking
1.4344999999999999,6.506955566929899,-11.41,19.34,1.175,1072.7,19.74595479508495,10.6996,4.974690728075465,0.46,19.57,10.71,816.36,215.05018850427396,-0.61395,3.361812293614859,-10.11,10.38,-1.0150000000000001,726.78,-5.398879731761584,Walking
1.2655,5.953613923492184,-9.62,19.46,1.175,1005.39,18.89380890869831,10.554650000000002,4.774085135133222,0.65,19.57,10.71,767.46,209.03839071724875,-0.5055499999999999,3.167987641626779,-10.11,9.92,-0.865,705.35,-25.135362275106647,Walking
1.43515,5.992464265850903,-9.62,19.46,1.215,1019.1800000000001,21.043938519186813,10.426449999999999,5.03409822088326,-0.08,19.57,10.440000000000001,843.8,204.96398986144612,-0.31415,3.393830325384579,-9.34,12.45,-0.6699999999999999,776.75,-8.3213410810774,Walking
1.839,6.084199125603961,-9.04,19.38,1.42,995.5999999999999,28.346381298703555,10.6396,4.970612219837713,-0.08,19.57,10.76,834.0,212.0910677578488,-0.3839,3.6332983348467267,-11.03,12.45,-0.55,845.68,-13.510865475646856,Walking
2.0902499999999997,5.5759636330862135,-8.66,19.31,1.54,874.97,48.67694690735798,10.6636,4.4352640327268,0.61,19.57,10.69,688.3199999999999,195.2636992037507,-0.64875,3.523483636615899,-11.03,13.44,-0.78,758.54,-17.66406862323061,Walking
-6.0116,10.052043993138907,-19.61,13.87,-4.365,1516.63,-133.85113232590314,4.802,7.155995877584055,-12.26,19.57,6.34,1125.13,125.73434399689776,1.35175,6.776930901042153,-14.98,18.66,0.835,1698.18,30.818388039421876,Jogging
-6.687149999999999,9.703221958581594,-19.61,14.82,-4.63,1498.37,-151.49013766173593,1.582,7.093369298154439,-15.13,16.93,3.34,1083.67,65.7367428943599,1.4220999999999997,6.670181451055136,-15.4,18.66,0.895,1633.9299999999998,12.60341545924619,Jogging
-6.26105,9.559451574096705,-19.61,15.09,-4.29,1518.4900000000002,-98.6365191432643,-0.9305499999999998,7.67360053674284,-19.04,14.63,0.69,1158.86,-43.43903792002103,1.3957500000000003,6.140460848950997,-15.4,16.51,0.74,1449.8799999999999,17.862784187757825,Jogging
-6.382750000000001,9.305700830002005,-19.61,15.09,-5.4,1472.1999999999998,-138.88117812694654,-2.12135,8.05054362620935,-19.04,14.63,-0.745,1221.5500000000002,-55.910271134005065,1.30745,5.6738324788012555,-15.36,15.17,0.74,1312.86,33.22212179606222,Jogging
-6.79145,9.104107995707212,-19.61,15.66,-7.025,1410.71,-162.14850383459626,-2.4307499999999997,8.003056349764133,-18.69,11.18,-1.1099999999999999,1235.3799999999999,-22.133009143756862,1.4770500000000002,6.091992432488734,-16.93,15.98,1.185,1441.23,37.940345106021276,Jogging
-6.840799999999999,8.97984929494922,-19.61,15.66,-7.93,1423.87,-116.24956950726724,-2.7905499999999996,7.8402234787982925,-18.96,10.42,-1.29,1226.3599999999997,-38.52967944139677,1.4129500000000002,6.5023359492954524,-16.93,16.74,0.99,1522.2600000000002,-6.129683337967991,Jogging
-6.4829,8.391972210988307,-19.61,15.09,-6.1850000000000005,1341.14,-124.05300630881338,-3.9243,8.398222342257913,-19.61,12.22,-2.96,1312.1599999999999,-116.44904690447848,1.17545,5.509274616272092,-16.36,16.74,0.8,1235.67,29.252555667982318,Jogging
-2.2690500000000005,8.184695021654747,-19.61,19.5,-2.395,1124.38,-68.93416106144481,-5.7608500000000005,9.087737990143642,-19.61,16.51,-4.86,1417.88,-121.13164175006163,0.9194,4.453950565509231,-15.94,11.92,0.61,992.0,25.70829476191377,Jogging
2.97205,6.917122110928793,-13.99,19.53,2.545,1089.9300000000003,56.395980219331854,-6.43895,9.53781119531625,-19.61,16.93,-5.880000000000001,1478.6,-102.84029846734941,0.7753,4.649864612007536,-14.06,12.3,0.4,1015.4499999999999,-4.041442513317065,Jogging
3.6706499999999993,6.78717055019984,-8.73,19.53,3.7350000000000003,1066.71,81.0973313085736,-6.4829,9.483121299972915,-19.61,16.93,-5.9,1512.9599999999998,-150.7587061391253,0.59065,4.815007276993462,-13.4,14.1,-0.06,1025.31,-3.485311819580629,Jogging
3.3230500000000003,6.666510871325419,-8.73,18.62,3.32,1051.3700000000001,82.19385488776453,-6.82665,9.274201220455593,-19.61,18.12,-7.84,1523.27,-170.52688765212412,0.60165,4.8644522587337615,-10.42,14.1,-0.32,1034.6499999999999,18.265123515581838,Jogging
4.004950000000001,7.2111789603018455,-8.43,18.58,4.06,1155.12,69.78738839107402,-6.5120499999999995,9.282590387251826,-19.61,18.12,-7.665,1557.36,-99.49195125730782,0.8495,4.93191735028072,-13.02,15.13,0.17,1085.1699999999998,7.3562961505022715,Jogging
3.367,6.839793929644372,-7.86,18.58,3.585,1046.67,36.206946721160975,-6.90805,9.101155184782865,-19.61,16.4,-6.890000000000001,1497.65,-122.57694246581191,0.6653,4.841932662687493,-13.02,15.13,0.02,1078.2399999999998,6.463609868976907,Jogging
2.3168,5.7889413332663855,-7.86,16.28,1.9749999999999999,887.7,77.242373581992,-7.52815,9.386583248312455,-19.61,15.79,-7.01,1446.28,-180.44471038235372,0.43175000000000013,4.859448779182675,-13.33,14.75,-0.25,1047.68,6.163613145479444,Jogging
2.54475,5.687852840703599,-7.86,15.83,2.07,872.2,73.88116095743021,-6.9228,9.603500515957709,-19.61,15.79,-6.0,1477.55,-110.54892162574656,0.6361500000000001,4.845168900822756,-13.33,14.75,0.515,1011.89,20.87293187234895,Jogging
2.7672000000000003,6.018630422280471,-7.97,16.32,1.99,925.4200000000001,26.62232532880258,-6.8103,9.271147658731362,-19.61,15.17,-5.56,1446.6399999999999,-123.07126129793366,0.5236500000000001,4.924247879372037,-14.71,14.37,0.15,1096.1599999999999,9.186498022681942,Jogging
3.2534500000000004,6.469268629257869,-8.96,18.24,2.49,1007.13,84.41820633998944,-7.31865,9.027214114969247,-19.61,16.7,-7.27,1426.67,-178.96191469846326,0.4426,5.419165086985264,-14.71,15.4,-0.04,1211.83,-3.9304388505345096,Jogging
3.5235499999999997,6.687343485832023,-8.96,18.92,3.625,1068.58,55.53362449646081,-6.9776,9.009893408914447,-19.61,16.7,-7.31,1409.1000000000004,-124.75223128038446,0.5780999999999998,5.344748954815371,-13.44,15.4,0.325,1162.7600000000002,-5.736859107383338,Jogging
3.97675,6.9604208161216805,-8.12,19.08,4.71,1106.46,55.835140755811075,-6.554649999999999,8.75977624585811,-19.61,16.32,-7.08,1424.4199999999998,-138.61831325405555,0.5417000000000001,5.101789402748804,-12.34,13.87,0.72,1143.04,20.269832269864246,Jogging
4.783200000000001,7.134466886880897,-8.5,19.5,5.43,1136.94,90.20965351145685,-6.2940499999999995,8.789197409177929,-19.61,16.32,-6.984999999999999,1455.79,-162.67941235526044,0.8331999999999999,5.58460846971388,-15.83,14.71,1.29,1296.7700000000004,21.55436493522523,Jogging
4.98415,7.0536447512970195,-8.5,19.5,5.455,1127.8700000000001,115.88594713918755,-6.1312,8.672094588967536,-19.61,15.09,-7.515000000000001,1426.8899999999999,-114.8703622710356,1.0044,5.689687569629812,-15.83,14.71,0.93,1332.6400000000003,12.85197215735893,Jogging
5.069599999999999,7.146612403090012,-7.44,19.5,4.52,1116.87,119.97682786820667,-6.430599999999999,8.545317878230161,-19.61,17.62,-7.78,1432.1299999999999,-109.81568218468635,0.84685,5.174039483566008,-13.44,13.25,0.38,1146.7000000000003,4.333873609423266,Jogging
5.637850000000001,7.506433699001144,-7.74,19.57,4.635,1201.38,103.51071240172648,-6.2023,8.777346108591138,-19.61,17.62,-7.0600000000000005,1437.72,-97.40770748131405,0.9259499999999999,5.512143874891148,-12.91,16.21,0.53,1194.48,30.700330232705966,Jogging
5.8603,7.663223336821131,-8.73,19.57,4.54,1210.67,112.61033324657976,-5.892850000000001,8.624177084075907,-19.61,18.39,-6.82,1367.23,-145.08614216904397,0.7308500000000001,5.99652122296753,-16.28,16.21,0.5700000000000001,1287.89,30.50161807797348,Jogging
5.88025,7.887774999168016,-11.03,19.57,4.89,1211.84,135.53016346734742,-6.047249999999999,8.841957641693382,-19.61,18.39,-7.42,1415.8899999999999,-147.18473096212674,0.47875,5.779900599275043,-16.28,13.99,0.38,1212.1999999999998,-1.3789129380706064,Jogging
6.3782000000000005,8.267535168355803,-11.03,19.57,6.109999999999999,1241.67,108.11319694202992,-5.864400000000001,9.105370263750947,-19.61,17.05,-6.26,1492.55,-65.33444659271046,0.47955000000000003,5.395265544669697,-14.98,15.64,0.38,1196.56,3.153515676228796,Jogging
7.1188,8.824481319601736,-10.99,19.57,5.859999999999999,1290.25,143.76416464307366,-5.55915,8.810405993908567,-19.61,16.51,-6.205,1454.9099999999999,-118.94141974866098,0.6349499999999999,5.602499977465417,-14.98,15.64,0.76,1245.62,14.719838198746436,Jogging
7.90285,9.066763224960713,-13.44,19.57,6.109999999999999,1299.16,182.769936758011,-4.47415,8.733095744207779,-19.61,16.51,-6.51,1309.8400000000001,-129.8065366492436,0.5052500000000001,6.254635475988988,-16.04,15.89,0.6499999999999999,1429.9499999999998,16.256875863484744,Jogging
7.9414,9.027048910912137,-13.44,19.57,6.36,1279.8399999999997,127.57483910392534,-2.9109499999999997,8.126287873162013,-19.46,16.7,-4.615,1152.77,-10.251488316700335,0.2948500000000001,6.191949771881228,-16.04,16.93,0.02,1418.6399999999999,0.9864697797793955,Jogging
7.90835,9.216657245308626,-16.02,19.57,6.57,1298.04,153.47954875294528,-2.1582999999999997,7.28320170735371,-17.86,16.7,-3.79,1019.9199999999998,-69.4589025710554,0.8349500000000001,5.548018745236898,-15.85,16.93,0.5349999999999999,1182.67,20.016580661038063,Jogging
8.05435,9.419957726948672,-16.02,19.57,6.74,1338.75,198.2816090283241,-0.7719999999999999,7.051909103214532,-15.66,17.69,-1.82,956.3000000000001,-41.532314624206165,1.09735,5.661516535125549,-16.44,16.66,0.61,1176.39,8.995119877581413,Jogging
8.05265,9.488871243593728,-15.09,19.57,7.6850000000000005,1391.24,131.60350818244703,0.588,7.087093127651139,-11.65,18.66,0.515,968.89,43.58108253469196,0.6956,6.231999168806106,-16.44,17.54,-0.095,1295.5899999999997,2.1291473433489423,Jogging
8.361749999999999,9.315694737243165,-16.4,19.57,7.895,1393.15,167.14963654185044,0.62785,7.435884337286319,-14.33,18.66,0.04,1078.9900000000002,-13.598002146628613,0.77645,6.017926212367513,-14.21,17.54,0.19,1349.04,19.436755625547104,Jogging
8.515350000000002,9.32836180031092,-16.4,19.57,7.14,1377.88,202.54049696724317,1.055,7.730026131909257,-15.05,18.31,0.015,1153.55,31.33744713953015,1.0251499999999998,5.476915279379443,-12.45,17.97,0.31,1280.7800000000002,19.493901393631013,Jogging
8.2316,9.744661843286302,-18.31,19.57,7.449999999999999,1403.72,120.24170079208511,1.8858000000000001,7.798068117168508,-15.05,19.15,0.685,1129.1,54.09531737245857,0.9694999999999997,5.726920878622299,-14.21,17.97,0.075,1268.13,27.149319120971747,Jogging
8.29615,10.054172003576426,-18.31,19.57,7.720000000000001,1350.1799999999998,175.0374936787383,2.43455,8.337852709031264,-12.72,19.53,2.24,1180.08,30.365892275637293,1.0848499999999999,5.972581098444793,-15.28,16.59,0.29000000000000004,1269.5299999999997,37.93907393995861,Jogging
